BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Scelling 5,Schoemrakker Bier Terschelling,Netherlands,Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,3.71,0,1,0,0,None
Belgian Style Blonde Ale,pFriem Family Brewers,"Oregon, United States",Belgian Blonde Ale,Not Given,7.5,Not Given,Not Given,3.82,3,3,0,1,None
Pinot Gris,Stickmen Brewing Company,"Oregon, United States",Belgian Blonde Ale,Not Given,9.6,Not Given,Not Given,0.0,0,0,0,0,None
Belgian Blond,Sooke Brewing Company,"British Columbia, Canada",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.65,1,0,0,0,None
Bless Your Heart,Bingo Beer Co,"Virginia, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.87,0,1,0,0,None
Brookie,Ike & Oak Brewing Company,"Illinois, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,0.0,0,0,0,0,None
Nelsoneer,Stormcloud Brewing Company,"Michigan, United States",Belgian Blonde Ale,Not Given,6.3,Not Given,Not Given,3.93,0,1,0,0,None
Shiner Brewer's Pride Belgian Honey,Spoetzl Brewery,"Texas, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.38,2,2,0,0,"A collaboration with Burleson’s Honey in Waxahachie, TX. Uses 100% Texas honey from wildflowers and Huajillo (a plant native to the brewery’s landscape.)"
Tappist One,Outworld Brewing Company,"Colorado, United States",Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,0.0,0,0,0,0,None
Minera Wagon (Belgian Dubbel),Cervesa Minera,Spain,Belgian Blonde Ale,Not Given,7.2,Not Given,Not Given,2.0,1,0,0,0,None
Baby Doll Blonde,Core 3 Brewery,"New Jersey, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,0.0,0,0,0,0,None
Fat Old Sun Belgian Blonde Ale,Black Spruce Brewing Company,"Alaska, United States",Belgian Blonde Ale,Not Given,6.6,Not Given,Not Given,0.0,0,0,0,0,None
Lucky Lion,Brouwerij Cattus,Netherlands,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,2.5,0,1,0,0,None
Belge N' Chain,WoodGrain Brewing Co,"South Dakota, United States",Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,0.0,0,0,0,0,None
Golden Hour,Cabin Brewing,"Alberta, Canada",Belgian Blonde Ale,Not Given,7.2,Not Given,Not Given,3.75,1,0,0,0,"Sometimes, simple is best. Like sitting during the final hour of the day – the golden hour – where all that surrounds you is amplified in soft, glowing light.Like sipping a simple but well-crafted ale – one that radiates with a gentle golden hue and subtle aromatics, encapsulating all that is incredible about the Belgian brewing tradition.Golden Hour Belgian Blond has a wonderfully simple grain bill featuring Franco-Belges pilsner malt. It’s crackery and ever-so-lightly toasty. The Belgian Abbey yeast strain does all the work here, giving an array of honey, pear and white pepper aromas, with just the lightest juicy fruit aromas and flavours. It finishes mostly dry, with a lingering, rounded sweetness.Deceptively simple. Wonderfully delicious. Take time to enjoy the Golden Hour.Cheers!"
Wandelpad,Block 15 Brewery & Restaurant,"Oregon, United States",Belgian Blonde Ale,47,6.4,84,24172,3.69,15,38,2,4,"Inspired by one of the finest Trappist beers we sampled in our travels through Belgium, this blonde ale was brewed with imported Belgian malts, Oregon-grown hops, and Trappist yeast. Crisp, complex, and refreshing, the result is a classically Belgian balance of fruity esters, rustic grist character, and a zesty hop finish."
Kluiz Liedericq,Brasserie Kluiz,Belgium,Belgian Blonde Ale,Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,None
At Least I'm Housebroken,Tantrum Brewing Company,"Georgia, United States",Belgian Blonde Ale,Not Given,9.0,Not Given,Not Given,4.18,1,0,0,0,None
Gold Crash,Denton County Brewing Company,"Texas, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.53,1,1,0,0,None
Golden Child,Midnight Run Brewing,"Maryland, United States",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,None
Legere La Légère,Abbaye de Leffe S.A.,Belgium,Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,2.29,2,0,0,0,None
Petrolette,Brasseurs Unis,France,Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,2.89,1,0,0,0,None
Day Star,Shacklands Brewing Company,"Ontario, Canada",Belgian Blonde Ale,Not Given,4.8,Not Given,Not Given,3.72,1,1,0,0,None
Kasteel Blond,Brouwerij Van Honsebrouck N.V.,Belgium,Belgian Blonde Ale,16,7.0,87,17324,3.88,159,96,29,44,None
Wrong Pitch,Vallenson's Brewing Co,"Texas, United States",Belgian Blonde Ale,Not Given,4.0,Not Given,Not Given,0.0,0,0,0,0,None
St. Love Abbey Ale,Random Row Brewing Co.,"Virginia, United States",Belgian Blonde Ale,Not Given,7.9,Not Given,Not Given,3.5,0,1,0,0,None
Belgian Blond,Flytrap Brewing,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.63,0,4,0,0,None
Grand Cru,CraftRoots Brewing,"Massachusetts, United States",Belgian Blonde Ale,Not Given,6.3,Not Given,Not Given,3.97,1,0,0,0,None
Belga Rose,New Realm Brewing Company,"Georgia, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,3.63,2,5,0,0, None
Shoobie,Crooked Hammock Brewery,"Delaware, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,3.59,2,5,0,2,Brewed with coriander and orange peel
El Soltero,Devil and the Deep Brewery,"Texas, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Leonie,Castalia Craft Beers,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Van Damme Good Ale,Big Family Brewing Co.,"Ontario, Canada",Belgian Blonde Ale,Not Given,4.3,Not Given,Not Given,0.0,0,0,0,0,"Medium bodied with pear notes, our Belgian Pale Ale is flexible and ready when you are."
Highbrow Leisure,Mockery Brewing Co.,"Colorado, United States",Belgian Blonde Ale,Not Given,7.3,Not Given,Not Given,3.86,1,0,0,0,None
Cruxish,Monkish Brewing Co.,"California, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.78,0,1,0,0,None
Brunehaut Bio Blonde Gluten Free,Brasserie De Brunehaut,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.56,1,0,0,0,None
Ender,Wolf's Ridge Brewing,"Ohio, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.85,1,1,0,0,"Light-bodied, dry, citrus, and spice notesHops: Fuggle, East Kent Goldings, Azacca18 IBU"
Vie,Brouwerij Ruimtegist,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.46,0,3,0,0,None
Belgian Blonde,3 Kafadar,Turkey,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.8,0,2,0,0,None
Fleur De Mac,Bière de Mac,"Michigan, United States",Belgian Blonde Ale,Not Given,8.8,Not Given,Not Given,4.18,0,1,0,0,None
Bitchin' Blonde,Lake Effect Brewing Co.,"Illinois, United States",Belgian Blonde Ale,53,6.2,83,25409,3.54,3,12,3,1,"Fragrant, chewy, spicy with a kick pretty much sums this beer up. American Pilsner malts complement rich chewy raw wheat giving the beer a solid but complex base. Spicy Saaz hops working in conjunction with coriander and orange peel give this pleasurable beer a healthy zing finish."
La Blonde,Brasserie de Vézelay,France,Belgian Blonde Ale,Not Given,4.6,Not Given,Not Given,3.04,2,4,0,2,None
Blonde,Tree House Brewing Company,"Massachusetts, United States",Belgian Blonde Ale,19,5.8,88,13684,4.01,2,8,0,1,None
Teamwerks,Alewerks Brewing Company,"Virginia, United States",Belgian Blonde Ale,Not Given,7.5,Not Given,Not Given,4.03,0,1,0,0, None
Devotion,The Lost Abbey,"California, United States",Belgian Blonde Ale,18,6.0,87,17820,3.87,360,604,60,142,"Belgian Style dry hopped Blonde Ale. It’s an unassuming road leading to the priory. Here, off the corner of two intersecting roads, dedicated monks have been making beer for over 150 years. It’s always been a simple life — the kind that requires they brew only enough to sustain the activities of their monastery. In the silence of passing seasons, they pray, they brew and retire in solitary existence behind the sheltering walls. They live a most interesting life. Most likely one we couldn't sustain.Nearby, each summer, the trellised fields spring to life as rows of resinous green cones are trained toward the heavens. Rumor is some monks love these hops and being surrounded by budding yellow aromas and the leafy pungent fields inspired them. Since we aren't sensible enough to locate our brewery near hop fields, we can only offer this blond ale in celebration of our Abbey brethren and their steadfast Devotion."
MaDonna Blonde Magnifique,S. C. Martens S. A.,Romania,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,2.71,0,1,0,0,None
Goudheerlijk,Brouwerij Romondt,Netherlands,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,1.5,0,1,0,0,None
Black Barn Program No. 37,Maine Beer Company,"Maine, United States",Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,4.0,0,1,0,0,None
Tongerlo LUX,Brouwerij Haacht NV,Belgium,Belgian Blonde Ale,43,6.5,85,21645,3.72,3,11,1,2,None
Little Devil,Flying Bike Cooperative Brewery,"Washington, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Leffe d'Été Zomerbier,Abbaye de Leffe S.A.,Belgium,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.53,1,6,1,1,None
Ename Blond,Roman N.V.,Belgium,Belgian Blonde Ale,71,6.5,79,28417,3.42,14,38,0,11,None
Santpoorts Goud,De Noord-Hollandse Bierbrouwerij,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,2.52,0,1,0,0,None
Muscles From Brussels,G-Man Brewery,"Oregon, United States",Belgian Blonde Ale,Not Given,9.3,Not Given,Not Given,0.0,0,0,0,0,None
Blonde w/Fig & Honey,Riverside Rhapsody Beer Company,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.3,Not Given,Not Given,3.16,1,0,0,0,"Belgian blonde ale brewed with local wildflower honey, brewery grown figs and Riverbend malt."
Guided By Vices,The Jolly Scholar,"Ohio, United States",Belgian Blonde Ale,Not Given,7.6,Not Given,Not Given,0.0,0,0,0,0,None
Blonde Belge,Brasserie Mille-Îles,"Quebec, Canada",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.88,1,1,0,0,None
Mezcal Infused Imperial Blonde Ale,Sakiškių Alus,Lithuania,Belgian Blonde Ale,Not Given,10.2,Not Given,Not Given,4.25,0,1,0,0,None
Kip Lekker,Bird Brewery,Netherlands,Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,0.0,0,0,0,0,None
Grief Motif,Free Will Brewing Co.,"Pennsylvania, United States",Belgian Blonde Ale,Not Given,8.5,Not Given,Not Given,0.0,0,0,0,0,"Belgian Golden Ale brewed exclusively with a base of pilsner malt, hopped with an appropriate amount of Northern Brewer and Saaz, then fermented with a favorite strain from Belgium before conditioning cold for several weeks. We’re tasting quite wonderful and quite quaffable notes of pear halves, clove, and freshly risen bread dough."
Detroit Experimental #1,Saucy Brew Works,"Ohio, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,0.0,0,0,0,0,None
Bourgogne Des Flandres Blond Nieuwe Blend,Brewery Bourgogne Des Flandres,Belgium,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,4.13,1,2,0,0,None
Original,Modicum Brewing Co.,"Wisconsin, United States",Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,0.0,0,0,0,0,None
Belgian Golden Ale,High Cotton Brewing Co.,"Tennessee, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
La Fringante,Unibroue,"Quebec, Canada",Belgian Blonde Ale,2,10.0,91,6219,4.12,58,30,50,4,"The first Unibroue blonde to have presented 10% alcohol, the Fringante launched in 2001, is still a limited brew. Coquettish elegance and a little provocative, lively and manifesting an extreme dynamism, how could it have been called otherwise?La Fringante will go perfectly with smoked and grilled fish, white meats and soft cheese such as Brie, Triple Crème and Camembert."
Boudelo Blond,The Musketeers Brouwerijcafé,Belgium,Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,3.25,0,1,0,0,None
Echigo Elegant Blonde,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,Japan,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.0,0,1,0,0,None
Ter Dolen Blond,Brouwerij Ter Dolen N.V.,Belgium,Belgian Blonde Ale,61,6.1,82,26404,3.46,3,11,0,3,None
To Be Funk'd,Noble Creature Cask House,"Ohio, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,4.22,1,0,0,0,None
Gams,Ombibulous Brewing Company,"Wisconsin, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Single In Havana,Barrel of Monks Brewing,"Florida, United States",Belgian Blonde Ale,14,4.5,88,14219,3.96,7,16,1,3,Belgian Singel brewed with a copious amount of Guava Nectar.
Lull's Blond,Brouwerij De Grieze,Netherlands,Belgian Blonde Ale,Not Given,7.1,Not Given,Not Given,1.0,0,1,0,0,None
St. Pierre Blond,Swinkels Family Brewers,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.25,0,1,0,0,None
Dragur Bragda Blonde Ale,Berentsens Brygghus,Norway,Belgian Blonde Ale,Not Given,4.7,Not Given,Not Given,3.24,1,0,0,0,None
Ferre Blond,Brouwerij Maenhout,Belgium,Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,0.0,0,0,0,0,None
Lightfoot Blonde Ale,T & R Theakston Ltd.,"England, United Kingdom",Belgian Blonde Ale,Not Given,4.1,Not Given,Not Given,3.5,0,1,0,0,None
I Feel Comfortable Using Beer Jargon In Everyday Life,Evil Twin Brewing NYC,"New York, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.95,2,2,0,0,"Adding to our hoppy blonde series! This one offers bright notes of wheat, fresh hops, & subtle citrus notes. Dry-hopped with Mosaic & Strata."
zeus juice,Fat Head's Brewery & Tap House,"Ohio, United States",Belgian Blonde Ale,Not Given,10.0,Not Given,Not Given,3.93,0,1,0,1,None
Belgian Blonde,"Geo. Wiedemann Brewing Company, LLC","Ohio, United States",Belgian Blonde Ale,Not Given,5.91,Not Given,Not Given,3.5,0,1,0,0,None
Little Friend,Off Color Brewing,"Illinois, United States",Belgian Blonde Ale,25,3.8,87,16464,3.9,4,18,2,3,None
Paddle Break Blonde,Bent Paddle Brewing Co.,"Minnesota, United States",Belgian Blonde Ale,28,6.0,87,18127,3.86,16,60,2,17,A Belgium style Blonde Ale perfect for an adventure amidst the lakes and trails of the backcountry. This Blonde balances hints of citrus and Belgium yeast much like you balance a canoe on your shoulders. Effortlessly.
La Roy d'Espagne,Brasserie de Jandrain-Jandrenouille,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.92,0,1,0,0,None
Mowing Monk,Atypical Brewery & Barrelworks,"North Dakota, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,3.75,1,0,0,0,None
"Duvel 6,66%",Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde Ale,7,6.66,89,11016,4.01,36,47,1,6,"The Duvel Moortgat family brewery is celebrating its 150th anniversary this year, with a new variant of Duvel, a new mild, full-bodied blond Duvel with the alcohol percentage of 6.66%.This Duvel is mild, expressive and deliciously drinkable. No fewer than 6 different hop varieties are used for Duvel 6.66%: just like the classic Duvel, it’s based on the noble and exclusive hop varieties Saaz and Styrian Golding. The flavour is then balanced by adding four expertly selected hop varieties to the mix, which also involves the dry-hopping method."
Blonde Du Mont Blanc,Brasserie Distillerie Du Mont Blanc,France,Belgian Blonde Ale,72,5.8,79,28415,3.39,15,22,0,10,None
Brandaan,Schoemrakker Bier Terschelling,Netherlands,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.94,0,1,0,0,None
Blonde Brenda,Bronckhorster Brewing Company,Netherlands,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.75,0,1,0,0,None
Petrus Blond,De Brabandere,Belgium,Belgian Blonde Ale,68,6.6,80,28228,3.5,123,124,7,25,None
Belgian Blond Ale,Rockfish Brewing Company,"Virginia, United States",Belgian Blonde Ale,Not Given,6.8,Not Given,Not Given,3.98,0,1,0,0,None
Leireken Bio Boekweit Blond / Sarrasin Blonde,Brouwerij Strubbe,Belgium,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.38,1,0,0,0,None
Belgian Blonde,Nonsuch Brewing Co.,"Manitoba, Canada",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.9,1,2,0,0,None
Pink Pogo,Bruut Bier,Netherlands,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Awesome Blonde,Artisan Brewing,Australia,Belgian Blonde Ale,Not Given,5.9,Not Given,Not Given,4.12,1,0,0,0,None
Kürs Golden Ale,Gentile Brewing Company,"Massachusetts, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Brighter Days,MadTree Brewing,"Ohio, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,4.15,1,0,0,0,None
Brazen Butterfly,Barley Head Brewery,"Connecticut, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Grimbergen Blonde,Brouwerij Alken-Maes,Belgium,Belgian Blonde Ale,45,6.7,84,24698,3.7,348,456,36,183,"The high quality raw materials make up the richness of this top-fermented beer, which is characterized by its ocher blonde color.Grimbergen Blonde is light fruity and balanced sweet-bitter. Due to its rounded flavor, this beer is highly appreciated."
Session,Pinetop Brewing Co.,"Arizona, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,0.0,0,0,0,0,None
Putin Huylo,Russian River Brewing Company,"California, United States",Belgian Blonde Ale,Not Given,8.0,Not Given,Not Given,4.05,0,2,0,0,None
Ghostober,Silver Branch Brewing Company,"Maryland, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,"Travel Channel and Silver Branch invite you to Fear the Ungnome. This Belgian-style golden ale is bright with effervescent body and fruit notes that can guide you to new realms of taste adventure. It’s so good, it’s scary."
Préaris Blond,Vliegende Paard Brouwers,Belgium,Belgian Blonde Ale,Not Given,6.0,83,Not Given,3.56,6,18,0,1,None
Bentshovel,Malt Shovel Brewery,Australia,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,1.98,0,1,0,0,None
Flyer Flyer,Alpha Brewing Company,"Missouri, United States",Belgian Blonde Ale,Not Given,4.8,Not Given,Not Given,0.0,0,0,0,0,None
Wanderlust,Winchester Brew Works,"Virginia, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,4.0,0,1,0,0,None
Buzzsaw Blonde,Buzzsaw Brewing Company,"Ohio, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Peoples Republic of Montclair,Montclair Brewery,"New Jersey, United States",Belgian Blonde Ale,Not Given,7.9,Not Given,Not Given,3.5,0,1,0,0,None
Modicum Original,Modicum Brewing Co.,"Wisconsin, United States",Belgian Blonde Ale,Not Given,5.4,Not Given,Not Given,0.0,0,0,0,0,None
Princess Peach,Mastry's Brewing Company,"Florida, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,4.22,0,1,0,0,"Crisp, dry & slightly sweet Belgian blonde ale bursting with fresh peach aroma and taste. Perfect for spring."
40 Watt,Stadsbrouwerij Eindhoven 100 Watt,Netherlands,Belgian Blonde Ale,Not Given,6.3,Not Given,Not Given,3.0,0,1,0,0,None
Salvation A La Mode,Flying Belgian Brewery,"New York, United States",Belgian Blonde Ale,Not Given,8.0,Not Given,Not Given,0.0,0,0,0,0,None
Augustijn Blond,Brouwerij Van Steenberge N.V.,Belgium,Belgian Blonde Ale,42,7.0,84,23736,3.73,139,209,3,51,None
The CPA (Creamy Peach Ale),Taxman Brewing Co.,"Indiana, United States",Belgian Blonde Ale,Not Given,8.5,Not Given,Not Given,3.79,3,4,0,0,"Imperial Golden Ale with Lactose and Peaches. The CPA accounts for it all. This Imperial Golden Ale excels in refreshment featuring sweet, ripe peach notes with a creamy, rich body and smooth finish. A certified original that accounts for everything, The CPA is au-dit it can be in what can sometimes be a-ccrual world.IBU: 30"
